text,label,source
Says Texas retained the right to have a navy when it joined the United States.,0,LIAR
"My 3 nieces and I stayed here for a long weekend, we had a wonderful time. We arrived early around 8:30am and they let us into our room. This was very nice otherwise we would have had to store our luggage and register later Room was very clean as was the bathroom. With 4 women we needed extra towels, they brought them up right away and then we got a call to make sure they were delivered. Room was also quiet, construction going on behind us and we never heard anything. Beds comfy and so were the quilts... Good location for Michigan Ave. All in all a wonderful stay. Would return. 
",1,Spam
"McCain economic adviser Phil Gramm is ""the architect of some of the deregulation in Washington that helped cause the mess on Wall Street.""",1,LIAR
"U.S. Sen. Johnny Isakson has never proposed, nor voted in favor of, a substantial cut in federal spending and has voted for many substantial increases in federal spending.",1,LIAR
Farming is one of the fastest growing areas of our economy.,0,LIAR
Says Ron Johnsons company got government loans and a grant to help expand his business,1,LIAR
The gap between the very rich and everyone else in America is wider today than at any time since the 1920s.,1,LIAR
"Says Wisconsin state Sen. Randy Hopper, R-Fond du Lac, has already been recalled.",0,LIAR
Says President Barack Obama has opened up no new trade relationships with other nations.,0,LIAR
"I stayed at the Sheraton Chicago Hotel and Towers on a recent trip to Chicago, and had a great stay. The rooms were beautiful, the beds comfortable, and the views of the city were fantastic. My room overlooked the river and the city. I felt like I was on a luxury vacation. The hotel has a few different restaurants. I ate at the Chicago Burger Company, which was delicious. The burgers were juicy, and the prices were great. The indoor pool was a great way for me to relax and entertain the kids in between sightseeing activities. Overall, I had a wonderful stay. 
",1,Spam
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have.",1,LIAR
"I really don’t like this person, um because she’s selfish, like okay, selfish is not even the right, she’s childish, she’s manipulative and overbearing and I think most of all I don’t like this person because she’s she has an attitude of no other and she has so much growing up to do and like as a older person in a family you should look up to that person as like a resource for wisdom or I don’t know, some type of guidance, but she’s just not that, and she’s just hurtful and she’s harmful to people and I think, really I just dislike everything about her, really her personality sucks",1,MU3D
Taking all the money of the top 1 percent wouldnt keep Medicare going for three years.,0,LIAR
The racial and ethnic makeup of the Gwinnett County Sheriffs Office mirrors the community it serves.,1,LIAR
Oregons budget has grown by 49 percent in just four years.,1,LIAR
Wrong precinct rules exacerbate our provisional ballot problems (and) HB 194 does nothing to solve the wrong-precinct problem.,1,LIAR
Californias proposed tobacco tax diverts 82 percent of the new taxes to line the pockets of wealthy special interests like insurance companies who dont have to help even one more patient.,0,LIAR
Texas spends more per day to house an inmate than we do on a student.,1,LIAR
"About half of the presidents have been governors; half of them, senators.",0,LIAR
Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.,0,LIAR
"In the Senate version of the health reform bill, ""Every enrollee in the Office of Personnel Management enrolled plan, every enrollee has to pay a minimum of $1 per month towards reproductive rights, which includes abortion.""",0,LIAR
"Simply a nice place to stay... I had a great deal for the room, and was impressed with the quality. Hotel staff was very helpful; they were able to let me check out and helped me print boarding passes. Negative: It is frustrating that nowadays you do not have free internet in most hotels and it's the same here; you have to pay for the internet. Negative: Loud on the phone you may hear your neighbors on the phone, or them shower. 
",1,Spam
Only 18 percent of jobs are accessible by transit for metro Atlanta residents. 33 percent for those living in the city.,1,LIAR
"Two years ago motorists in Ferguson, a city of 20,000 people, received 31,000 citations. Thats at least one citation per person plus 10,000 for visitors. The city is still surviving only on traffic tickets; theres virtually no industry there.",0,LIAR
"Says that in his book, Rick Perry said that Social Security is unconstitutional.",1,LIAR
The United States is the only industrialized country that does not guarantee paid time off to care for a new child.,1,LIAR
Says President Barack Obama attacked potential terrorist targets in Syria in the middle of the night to minimize terrorist casualties.,0,LIAR
Rick Scott has paid down our debt by about $2 billion. Charlie Crists debt went up about $5 billion.,1,LIAR
Says Hillary Clinton wants to essentially abolish the Second Amendment.,0,LIAR
By the year 2015 (Medicaid will) take up half our budget.,0,LIAR
The reason 29 states no longer have a death tax is that the tax damaged their economic competitiveness.,0,LIAR
"Since Obamacare became law, most of our new jobs have been part-time jobs.",0,LIAR
"Atrocious. Here's our story: My wife and I are Californians but met as students at the University of Chicago. To celebrate our 10th anniversary, we decided to travel back to the Windy City and revisit all of the places we frequented when we were first falling in love. When it came to lodging, we knew we wanted a suite but little else mattered. We wanted to revisit the city and didn't intend to spend very much time in our room. As a result, we didn't spend very much time researching hotels. Big mistake. Our stay at Homewood Suites could not have been worse. Our room, which, I should mention, took a full two hours for them to prepare even though we had booked it months in advance, was filthy. (My wife found a dead cockroach in the bathroom.) The staff was rude and indifferent. The chocolates included in the Romance Package could not have cost the hotel more than a dollar. Cleaning staff failed to show up. Front desk offered apologies but little else. Suffice it to say, we checked out early. Never before have I seen such a poorly-managed hotel. Truly shameful. Stay away!
",1,Spam
